customer_id,checking_account_status,loan_duration_mo,credit_history,purpose,loan_amount,savings_account_balance,time_employed_yrs,payment_pcnt_income,gender_status,other_signators,time_in_residence,property,age_yrs,other_credit_outstanding,home_ownership,number_loans,job_category,dependents,telephone,foreign_worker,bad_credit
4695507,none,24,critical account - other non-bank loans,radio/television,2872,100 - 500 DM,>= 7 years,3,male-single,none,4,real estate,36,none,own,1,skilled,2,yes,yes,0
7775118,none,18,critical account - other non-bank loans,car (new),1055,< 100 DM,< 1 year,4,female-divorced/separated/married,none,1,building society savings/life insurance,30,none,own,2,skilled,1,none,yes,0
4717846,none,15,current loans paid,domestic appliances,1262,500 - 1000 DM,4 - 7 years,4,male-single,none,3,building society savings/life insurance,36,none,own,2,skilled,1,yes,yes,0
3539651,0 - 200 DM,10,current loans paid,car (new),7308,< 100 DM,unemployed,2,male-single,none,4,unknown-none,70,bank,for free,1,highly skilled,1,yes,yes,0
6446799,none,36,current loans paid,car (new),909,500 - 1000 DM,>= 7 years,4,male-single,none,4,building society savings/life insurance,36,none,own,1,skilled,1,none,yes,0
5749718,none,6,current loans paid,furniture/equipment,2978,500 - 1000 DM,1 - 4 years,1,male-single,none,2,car or other,32,none,own,1,skilled,1,yes,yes,0
8930405,< 0 DM,18,current loans paid,furniture/equipment,1131,< 100 DM,unemployed,4,female-divorced/separated/married,none,2,car or other,33,none,own,1,skilled,1,none,yes,1
4030908,0 - 200 DM,11,current loans paid,furniture/equipment,1577,>= 1000 DM,< 1 year,4,female-divorced/separated/married,none,1,real estate,20,none,own,1,skilled,1,none,yes,0
1327333,none,24,current loans paid,furniture/equipment,3972,< 100 DM,4 - 7 years,2,female-divorced/separated/married,none,4,building society savings/life insurance,25,none,rent,1,skilled,1,yes,yes,0
5329060,0 - 200 DM,24,critical account - other non-bank loans,business,1935,< 100 DM,>= 7 years,4,male-divorced/separated,none,4,real estate,31,none,own,2,skilled,1,yes,yes,1
7922005,< 0 DM,15,no credit - paid,car (new),950,< 100 DM,>= 7 years,4,male-single,none,3,car or other,33,none,rent,2,skilled,2,none,yes,1
6450905,none,12,current loans paid,furniture/equipment,763,< 100 DM,1 - 4 years,4,female-divorced/separated/married,none,1,real estate,26,none,own,1,skilled,1,yes,yes,0
1909580,0 - 200 DM,24,past payment delays,furniture/equipment,2064,< 100 DM,unemployed,3,female-divorced/separated/married,none,2,building society savings/life insurance,34,none,own,1,highly skilled,1,yes,yes,1
2714562,0 - 200 DM,8,current loans paid,radio/television,1414,< 100 DM,1 - 4 years,4,male-single,guarantor,2,real estate,33,none,own,1,skilled,1,none,no,0
6826470,< 0 DM,21,past payment delays,education,3414,< 100 DM,< 1 year,2,male-single,none,1,building society savings/life insurance,26,none,own,2,skilled,1,none,yes,1
4340005,none,30,all loans at bank paid,car (used),7485,unknown/none,unemployed,4,female-divorced/separated/married,none,1,real estate,53,bank,own,1,highly skilled,1,yes,yes,1
7800786,< 0 DM,12,current loans paid,furniture/equipment,2577,< 100 DM,1 - 4 years,2,male-divorced/separated,none,1,car or other,42,none,own,1,skilled,1,none,yes,0
9266615,< 0 DM,6,critical account - other non-bank loans,radio/television,338,500 - 1000 DM,>= 7 years,4,male-single,none,4,car or other,52,none,own,2,skilled,1,none,yes,0
6212932,none,12,current loans paid,radio/television,1963,< 100 DM,4 - 7 years,4,male-single,none,2,car or other,31,none,rent,2,highly skilled,2,yes,yes,0
5419741,< 0 DM,21,critical account - other non-bank loans,car (new),571,< 100 DM,>= 7 years,4,male-single,none,4,real estate,65,none,own,2,skilled,1,none,yes,0
9177065,none,36,past payment delays,business,9572,< 100 DM,< 1 year,1,male-divorced/separated,none,1,car or other,28,none,own,2,skilled,1,none,yes,1
9804802,0 - 200 DM,36,past payment delays,business,4455,< 100 DM,1 - 4 years,2,male-divorced/separated,none,2,real estate,30,stores,own,2,highly skilled,1,yes,yes,1
8560790,< 0 DM,21,all loans at bank paid,car (new),1647,unknown/none,1 - 4 years,4,male-single,none,2,building society savings/life insurance,40,none,own,2,unskilled-resident,2,none,yes,1
2450622,none,24,critical account - other non-bank loans,furniture/equipment,3777,>= 1000 DM,1 - 4 years,4,male-single,none,4,real estate,50,none,own,1,skilled,1,yes,yes,0
6376471,0 - 200 DM,18,critical account - other non-bank loans,car (new),884,< 100 DM,>= 7 years,4,male-single,none,4,car or other,36,bank,own,1,skilled,2,yes,yes,1
2549308,none,15,critical account - other non-bank loans,radio/television,1360,< 100 DM,1 - 4 years,4,male-single,none,2,building society savings/life insurance,31,none,own,2,skilled,1,none,yes,0
5285284,0 - 200 DM,9,all loans at bank paid,car (used),5129,< 100 DM,>= 7 years,2,female-divorced/separated/married,none,4,unknown-none,74,bank,for free,1,highly skilled,2,yes,yes,1
3020208,0 - 200 DM,16,critical account - other non-bank loans,car (new),1175,< 100 DM,unemployed,2,male-single,none,3,car or other,68,none,for free,3,unemployed-unskilled-non-resident,1,yes,yes,0
4186149,< 0 DM,12,current loans paid,radio/television,674,100 - 500 DM,4 - 7 years,4,male-married/widowed,none,1,building society savings/life insurance,20,none,own,1,skilled,1,none,yes,1
4599122,0 - 200 DM,18,no credit - paid,furniture/equipment,3244,< 100 DM,1 - 4 years,1,female-divorced/separated/married,none,4,car or other,33,bank,own,2,skilled,1,yes,yes,0
1730668,none,24,current loans paid,business,4591,>= 1000 DM,1 - 4 years,2,male-single,none,3,building society savings/life insurance,54,none,own,3,highly skilled,1,yes,yes,1
3082071,0 - 200 DM,48,no credit - paid,business,3844,100 - 500 DM,4 - 7 years,4,male-single,none,4,unknown-none,34,none,for free,1,unskilled-resident,2,none,yes,1
5960666,0 - 200 DM,27,current loans paid,business,3915,< 100 DM,1 - 4 years,4,male-single,none,2,car or other,36,none,own,1,skilled,2,yes,yes,1
7033466,none,6,current loans paid,radio/television,2108,< 100 DM,4 - 7 years,2,male-married/widowed,none,2,real estate,29,none,rent,1,skilled,1,none,yes,0
4027322,0 - 200 DM,45,current loans paid,radio/television,3031,100 - 500 DM,1 - 4 years,4,male-single,guarantor,4,building society savings/life insurance,21,none,rent,1,skilled,1,none,yes,1
4067442,0 - 200 DM,9,critical account - other non-bank loans,education,1501,< 100 DM,>= 7 years,2,female-divorced/separated/married,none,3,car or other,34,none,own,2,highly skilled,1,yes,yes,1
2816577,none,6,critical account - other non-bank loans,radio/television,1382,< 100 DM,1 - 4 years,1,female-divorced/separated/married,none,1,car or other,28,none,own,2,skilled,1,yes,yes,0
2964220,0 - 200 DM,12,current loans paid,furniture/equipment,951,100 - 500 DM,< 1 year,4,female-divorced/separated/married,none,4,car or other,27,bank,rent,4,skilled,1,none,yes,1
4483104,0 - 200 DM,24,current loans paid,car (used),2760,unknown/none,>= 7 years,4,male-single,none,4,unknown-none,36,bank,for free,1,skilled,1,yes,yes,0
6604417,0 - 200 DM,18,past payment delays,furniture/equipment,4297,< 100 DM,>= 7 years,4,male-divorced/separated,none,3,unknown-none,40,none,own,1,highly skilled,1,yes,yes,1
7854022,none,9,critical account - other non-bank loans,education,936,500 - 1000 DM,>= 7 years,4,male-single,none,2,car or other,52,none,own,2,skilled,1,yes,yes,0
5232363,< 0 DM,12,current loans paid,car (new),1168,< 100 DM,1 - 4 years,4,male-married/widowed,none,3,real estate,27,none,own,1,unskilled-resident,1,none,yes,0
7627208,none,27,past payment delays,business,5117,< 100 DM,4 - 7 years,3,male-single,none,4,car or other,26,none,own,2,skilled,1,none,yes,0
8257351,< 0 DM,12,current loans paid,retraining,902,< 100 DM,4 - 7 years,4,male-married/widowed,none,4,building society savings/life insurance,21,none,rent,1,skilled,1,none,yes,1
4920965,none,12,critical account - other non-bank loans,car (new),1495,< 100 DM,>= 7 years,4,male-single,none,1,real estate,38,none,own,2,unskilled-resident,2,none,yes,0
7198693,< 0 DM,30,critical account - other non-bank loans,car (used),10623,< 100 DM,>= 7 years,3,male-single,none,4,unknown-none,38,none,for free,3,highly skilled,2,yes,yes,0
6463715,none,12,critical account - other non-bank loans,furniture/equipment,1935,< 100 DM,>= 7 years,4,male-single,none,4,real estate,43,none,own,3,skilled,1,yes,yes,0
3336919,0 - 200 DM,12,critical account - other non-bank loans,domestic appliances,1424,< 100 DM,4 - 7 years,4,male-single,none,3,building society savings/life insurance,26,none,own,1,skilled,1,none,yes,0
1727035,< 0 DM,24,current loans paid,business,6568,< 100 DM,1 - 4 years,2,male-married/widowed,none,2,car or other,21,stores,own,1,unskilled-resident,1,none,yes,0
1425487,none,12,current loans paid,car (used),1413,>= 1000 DM,4 - 7 years,3,male-single,none,2,building society savings/life insurance,55,none,own,1,skilled,1,none,no,0
3808400,none,9,critical account - other non-bank loans,radio/television,3074,unknown/none,1 - 4 years,1,male-single,none,2,real estate,33,none,own,2,skilled,2,none,yes,0
9925070,none,36,current loans paid,radio/television,3835,unknown/none,>= 7 years,2,female-divorced/separated/married,none,4,real estate,45,none,own,1,unskilled-resident,1,yes,yes,0
3589132,< 0 DM,27,no credit - paid,business,5293,< 100 DM,unemployed,2,male-single,none,4,building society savings/life insurance,50,stores,own,2,skilled,1,yes,yes,1
1102227,> 200 DM or salary assignment,30,past payment delays,business,1908,< 100 DM,>= 7 years,4,male-single,none,4,real estate,66,none,own,1,highly skilled,1,yes,yes,1
3188138,none,36,critical account - other non-bank loans,radio/television,3342,unknown/none,>= 7 years,4,male-single,none,2,car or other,51,none,own,1,skilled,1,yes,yes,0
2870117,0 - 200 DM,6,critical account - other non-bank loans,retraining,932,unknown/none,4 - 7 years,1,female-divorced/separated/married,none,3,building society savings/life insurance,39,none,own,2,unskilled-resident,1,none,yes,0
3212489,< 0 DM,18,no credit - paid,business,3104,< 100 DM,4 - 7 years,3,male-single,none,1,building society savings/life insurance,31,bank,own,1,skilled,1,yes,yes,0
8004570,> 200 DM or salary assignment,36,current loans paid,radio/television,3913,< 100 DM,1 - 4 years,2,male-single,none,2,real estate,23,none,own,1,skilled,1,yes,yes,0
1878782,< 0 DM,24,current loans paid,furniture/equipment,3021,< 100 DM,1 - 4 years,2,male-divorced/separated,none,2,real estate,24,none,rent,1,unskilled-resident,1,none,yes,0
8474591,none,10,current loans paid,car (new),1364,< 100 DM,1 - 4 years,2,female-divorced/separated/married,none,4,car or other,64,none,own,1,skilled,1,yes,yes,0
7696088,0 - 200 DM,12,current loans paid,radio/television,625,< 100 DM,< 1 year,4,male-married/widowed,guarantor,1,real estate,26,bank,own,1,unskilled-resident,1,none,yes,0
6328300,< 0 DM,12,current loans paid,education,1200,unknown/none,1 - 4 years,4,female-divorced/separated/married,none,4,building society savings/life insurance,23,bank,rent,1,skilled,1,yes,yes,0
2321864,none,12,current loans paid,radio/television,707,< 100 DM,1 - 4 years,4,male-single,none,2,real estate,30,bank,own,2,skilled,1,none,yes,0
4113839,none,24,past payment delays,business,2978,unknown/none,1 - 4 years,4,male-single,none,4,real estate,32,none,own,2,skilled,2,yes,yes,0
6328203,none,15,current loans paid,car (used),4657,< 100 DM,1 - 4 years,3,male-single,none,2,car or other,30,none,own,1,skilled,1,yes,yes,0
4449813,none,36,no credit - paid,repairs,2613,< 100 DM,1 - 4 years,4,male-single,none,2,car or other,27,none,own,2,skilled,1,none,yes,0
2935635,0 - 200 DM,48,current loans paid,radio/television,10961,>= 1000 DM,4 - 7 years,1,male-single,co-applicant,2,unknown-none,27,bank,own,2,skilled,1,yes,yes,1
4544060,< 0 DM,12,current loans paid,furniture/equipment,7865,< 100 DM,>= 7 years,4,male-single,none,4,unknown-none,53,none,for free,1,highly skilled,1,yes,yes,1
8787497,none,9,current loans paid,radio/television,1478,< 100 DM,4 - 7 years,4,male-single,none,2,car or other,22,none,own,1,skilled,1,none,yes,1
5985557,< 0 DM,24,current loans paid,furniture/equipment,3149,< 100 DM,< 1 year,4,male-single,none,1,unknown-none,22,bank,for free,1,skilled,1,none,yes,0
7271945,> 200 DM or salary assignment,36,current loans paid,radio/television,4210,< 100 DM,1 - 4 years,4,male-single,none,2,car or other,26,none,own,1,skilled,1,none,yes,1
1813988,none,9,current loans paid,car (new),2507,500 - 1000 DM,>= 7 years,2,male-single,none,4,unknown-none,51,none,for free,1,unskilled-resident,1,none,yes,0
7860808,none,12,current loans paid,radio/television,2141,100 - 500 DM,4 - 7 years,3,male-single,none,1,unknown-none,35,none,own,1,skilled,1,none,yes,0
2709717,0 - 200 DM,18,current loans paid,radio/television,866,< 100 DM,1 - 4 years,4,male-married/widowed,guarantor,2,real estate,25,none,own,1,unskilled-resident,1,none,yes,0
8437780,none,4,critical account - other non-bank loans,radio/television,1544,< 100 DM,4 - 7 years,2,male-single,none,1,real estate,42,none,own,3,unskilled-resident,2,none,yes,0
9635061,< 0 DM,24,current loans paid,radio/television,1823,< 100 DM,unemployed,4,male-single,none,2,car or other,30,stores,own,1,highly skilled,2,none,yes,1
7532911,0 - 200 DM,6,current loans paid,car (new),14555,unknown/none,unemployed,1,male-single,none,2,building society savings/life insurance,23,none,own,1,unemployed-unskilled-non-resident,1,yes,yes,1
7932675,0 - 200 DM,21,current loans paid,business,2767,100 - 500 DM,>= 7 years,4,male-divorced/separated,none,2,car or other,61,bank,rent,2,unskilled-resident,1,none,yes,1
7028331,none,12,critical account - other non-bank loans,radio/television,1291,< 100 DM,1 - 4 years,4,female-divorced/separated/married,none,2,building society savings/life insurance,35,none,own,2,skilled,1,none,yes,0
5361518,< 0 DM,30,current loans paid,radio/television,2522,< 100 DM,>= 7 years,1,male-single,guarantor,3,building society savings/life insurance,39,none,own,1,skilled,2,none,yes,0
2444643,< 0 DM,24,current loans paid,car (new),915,unknown/none,>= 7 years,4,female-divorced/separated/married,none,2,car or other,29,bank,own,1,skilled,1,none,yes,1
2566697,none,6,current loans paid,radio/television,1595,< 100 DM,4 - 7 years,3,male-single,none,2,building society savings/life insurance,51,none,own,1,skilled,2,none,yes,0
4776602,0 - 200 DM,12,current loans paid,radio/television,1155,< 100 DM,>= 7 years,3,male-married/widowed,guarantor,3,real estate,40,bank,own,2,unskilled-resident,1,none,yes,0
5490556,< 0 DM,48,no credit - paid,car (used),4605,< 100 DM,>= 7 years,3,male-single,none,4,unknown-none,24,none,for free,2,skilled,2,none,yes,1
9532249,none,12,critical account - other non-bank loans,business,1185,< 100 DM,1 - 4 years,3,female-divorced/separated/married,none,2,real estate,27,none,own,2,skilled,1,none,yes,0
8266385,none,12,all loans at bank paid,retraining,3447,500 - 1000 DM,1 - 4 years,4,female-divorced/separated/married,none,3,real estate,35,none,own,1,unskilled-resident,2,none,yes,0
2445116,none,24,current loans paid,business,1258,< 100 DM,4 - 7 years,4,male-single,none,1,real estate,25,none,own,1,skilled,1,yes,yes,0
4852106,none,12,critical account - other non-bank loans,radio/television,717,< 100 DM,>= 7 years,4,male-single,none,4,real estate,52,none,own,3,skilled,1,none,yes,0
9087286,none,6,no credit - paid,car (new),1204,100 - 500 DM,1 - 4 years,4,male-single,none,1,unknown-none,35,bank,rent,1,skilled,1,none,no,0
7735589,> 200 DM or salary assignment,24,current loans paid,furniture/equipment,1925,< 100 DM,1 - 4 years,2,male-single,none,2,real estate,26,none,own,1,skilled,1,none,yes,0
5075795,none,18,current loans paid,radio/television,433,< 100 DM,unemployed,3,female-divorced/separated/married,co-applicant,4,real estate,22,none,rent,1,skilled,1,none,yes,1
9404354,< 0 DM,6,critical account - other non-bank loans,car (new),666,>= 1000 DM,4 - 7 years,3,female-divorced/separated/married,none,4,real estate,39,none,own,2,unskilled-resident,1,yes,yes,0
7374672,> 200 DM or salary assignment,12,current loans paid,furniture/equipment,2251,< 100 DM,1 - 4 years,1,female-divorced/separated/married,none,2,car or other,46,none,own,1,unskilled-resident,1,none,yes,0
5537602,0 - 200 DM,30,current loans paid,car (new),2150,< 100 DM,1 - 4 years,4,female-divorced/separated/married,guarantor,2,unknown-none,24,bank,own,1,skilled,1,none,yes,1
2779845,none,24,past payment delays,furniture/equipment,4151,100 - 500 DM,1 - 4 years,2,male-single,none,3,building society savings/life insurance,35,none,own,2,skilled,1,none,yes,0
9096946,0 - 200 DM,9,current loans paid,furniture/equipment,2030,unknown/none,4 - 7 years,2,male-single,none,1,car or other,24,none,own,1,skilled,1,yes,yes,0
2649014,0 - 200 DM,60,past payment delays,radio/television,7418,unknown/none,1 - 4 years,1,male-single,none,1,real estate,27,none,own,1,unskilled-resident,1,none,yes,0
8542371,none,24,critical account - other non-bank loans,radio/television,2684,< 100 DM,1 - 4 years,4,male-single,none,2,real estate,35,none,own,2,unskilled-resident,1,none,yes,0
3719734,< 0 DM,12,all loans at bank paid,radio/television,2149,< 100 DM,1 - 4 years,4,male-divorced/separated,none,1,unknown-none,29,none,for free,1,skilled,1,none,yes,1
5769297,none,15,current loans paid,car (used),3812,100 - 500 DM,< 1 year,1,female-divorced/separated/married,none,4,car or other,23,none,own,1,skilled,1,yes,yes,0
8002907,none,11,critical account - other non-bank loans,radio/television,1154,100 - 500 DM,unemployed,4,female-divorced/separated/married,none,4,real estate,57,none,own,3,unskilled-resident,1,none,yes,0
4171983,< 0 DM,12,current loans paid,furniture/equipment,1657,< 100 DM,1 - 4 years,2,male-single,none,2,real estate,27,none,own,1,skilled,1,none,yes,0
7094119,< 0 DM,24,current loans paid,radio/television,1603,< 100 DM,>= 7 years,4,female-divorced/separated/married,none,4,car or other,55,none,own,1,skilled,1,none,yes,0
5079269,< 0 DM,18,critical account - other non-bank loans,car (new),5302,< 100 DM,>= 7 years,2,male-single,none,4,unknown-none,36,none,for free,3,highly skilled,1,yes,yes,0
8926902,none,12,critical account - other non-bank loans,education,2748,< 100 DM,>= 7 years,2,female-divorced/separated/married,none,4,unknown-none,57,bank,for free,3,unskilled-resident,1,none,yes,0
5810771,none,10,critical account - other non-bank loans,car (new),1231,< 100 DM,>= 7 years,3,male-single,none,4,real estate,32,none,own,2,unskilled-resident,2,none,no,0
7823319,0 - 200 DM,15,current loans paid,radio/television,802,< 100 DM,>= 7 years,4,male-single,none,3,car or other,37,none,own,1,skilled,2,none,yes,1
5303576,none,36,critical account - other non-bank loans,business,6304,unknown/none,>= 7 years,4,male-single,none,4,real estate,36,none,own,2,skilled,1,none,yes,0
3572402,none,24,current loans paid,radio/television,1533,< 100 DM,< 1 year,4,female-divorced/separated/married,none,3,car or other,38,stores,own,1,skilled,1,yes,yes,0
3892416,< 0 DM,14,current loans paid,car (new),8978,< 100 DM,>= 7 years,1,male-divorced/separated,none,4,building society savings/life insurance,45,none,own,1,highly skilled,1,yes,no,1
4517508,none,24,current loans paid,radio/television,999,unknown/none,>= 7 years,4,male-single,none,2,car or other,25,none,own,2,skilled,1,none,yes,0
8060870,none,18,current loans paid,car (new),2662,unknown/none,4 - 7 years,4,male-single,none,3,building society savings/life insurance,32,none,own,1,skilled,1,none,no,0
2081683,none,12,critical account - other non-bank loans,furniture/equipment,1402,500 - 1000 DM,4 - 7 years,3,female-divorced/separated/married,none,4,car or other,37,none,rent,1,skilled,1,yes,yes,0
6752061,0 - 200 DM,48,all loans at bank paid,car (new),12169,unknown/none,unemployed,4,male-single,co-applicant,4,unknown-none,36,none,for free,1,highly skilled,1,yes,yes,0
7081559,0 - 200 DM,48,current loans paid,radio/television,3060,< 100 DM,4 - 7 years,4,male-single,none,4,real estate,28,none,own,2,skilled,1,none,yes,1
9948056,< 0 DM,30,current loans paid,repairs,11998,< 100 DM,< 1 year,1,male-divorced/separated,none,1,unknown-none,34,none,own,1,unskilled-resident,1,yes,yes,1
4447932,none,9,current loans paid,radio/television,2697,< 100 DM,1 - 4 years,1,male-single,none,2,real estate,32,none,own,1,skilled,2,none,yes,0
5069388,none,18,critical account - other non-bank loans,radio/television,2404,< 100 DM,1 - 4 years,2,female-divorced/separated/married,none,2,car or other,26,none,own,2,skilled,1,none,yes,0
5910940,< 0 DM,12,current loans paid,furniture/equipment,1262,unknown/none,>= 7 years,2,male-divorced/separated,none,4,building society savings/life insurance,49,none,own,1,unskilled-resident,1,yes,yes,0
3733764,none,6,current loans paid,furniture/equipment,4611,< 100 DM,< 1 year,1,female-divorced/separated/married,none,4,building society savings/life insurance,32,none,own,1,skilled,1,none,yes,1
5012199,none,24,current loans paid,radio/television,1901,100 - 500 DM,1 - 4 years,4,male-single,none,4,car or other,29,none,rent,1,highly skilled,1,yes,yes,0
6009011,none,15,critical account - other non-bank loans,car (used),3368,>= 1000 DM,>= 7 years,3,male-single,none,4,unknown-none,23,none,rent,2,skilled,1,yes,yes,0
5953648,none,12,current loans paid,furniture/equipment,1574,< 100 DM,1 - 4 years,4,male-single,none,2,real estate,50,none,own,1,skilled,1,none,yes,0
1511501,> 200 DM or salary assignment,18,all loans at bank paid,radio/television,1445,unknown/none,4 - 7 years,4,male-single,none,4,car or other,49,bank,own,1,unskilled-resident,1,none,yes,0
5113857,none,15,critical account - other non-bank loans,furniture/equipment,1520,unknown/none,>= 7 years,4,male-single,none,4,building society savings/life insurance,63,none,own,1,skilled,1,none,yes,0
3627592,0 - 200 DM,24,critical account - other non-bank loans,car (new),3878,100 - 500 DM,< 1 year,4,male-divorced/separated,none,2,car or other,37,none,own,1,skilled,1,yes,yes,0
8803488,< 0 DM,47,current loans paid,car (new),10722,< 100 DM,< 1 year,1,female-divorced/separated/married,none,1,real estate,35,none,own,1,unskilled-resident,1,yes,yes,0
9505849,< 0 DM,48,current loans paid,car (used),4788,< 100 DM,4 - 7 years,4,male-single,none,3,building society savings/life insurance,26,none,own,1,skilled,2,none,yes,0
3200360,0 - 200 DM,48,past payment delays,other,7582,100 - 500 DM,unemployed,2,male-single,none,4,unknown-none,31,none,for free,1,highly skilled,1,yes,yes,0
5155553,0 - 200 DM,12,current loans paid,radio/television,1092,< 100 DM,1 - 4 years,4,female-divorced/separated/married,guarantor,4,real estate,49,none,own,2,skilled,1,yes,yes,0
1380636,< 0 DM,24,past payment delays,radio/television,1024,< 100 DM,< 1 year,4,male-married/widowed,none,4,real estate,48,stores,own,1,skilled,1,none,yes,1
3468954,none,12,current loans paid,business,1076,< 100 DM,1 - 4 years,2,male-married/widowed,none,2,real estate,26,none,own,1,skilled,1,yes,no,0
1526208,0 - 200 DM,36,current loans paid,car (used),9398,< 100 DM,< 1 year,1,male-married/widowed,none,4,car or other,28,none,rent,1,highly skilled,1,yes,yes,1
2689247,< 0 DM,24,critical account - other non-bank loans,car (used),6419,< 100 DM,>= 7 years,2,female-divorced/separated/married,none,4,unknown-none,44,none,for free,2,highly skilled,2,yes,yes,0
2359358,> 200 DM or salary assignment,42,critical account - other non-bank loans,car (used),4796,< 100 DM,>= 7 years,4,male-single,none,4,unknown-none,56,none,for free,1,skilled,1,none,yes,0
1099632,none,48,critical account - other non-bank loans,business,7629,unknown/none,>= 7 years,4,male-divorced/separated,none,2,car or other,46,bank,own,2,highly skilled,2,none,yes,0
3753189,0 - 200 DM,48,current loans paid,furniture/equipment,9960,< 100 DM,< 1 year,1,female-divorced/separated/married,none,2,car or other,26,none,own,1,skilled,1,yes,yes,1
9668162,none,12,current loans paid,car (used),4675,unknown/none,< 1 year,1,female-divorced/separated/married,none,4,car or other,20,none,rent,1,skilled,1,none,yes,0
4302438,none,10,current loans paid,car (new),1287,unknown/none,>= 7 years,4,male-single,co-applicant,2,building society savings/life insurance,45,none,own,1,unskilled-resident,1,none,no,0
1985883,none,18,current loans paid,furniture/equipment,2515,< 100 DM,1 - 4 years,3,male-single,none,4,real estate,43,none,own,1,skilled,1,yes,yes,0
7530685,0 - 200 DM,21,critical account - other non-bank loans,furniture/equipment,2745,>= 1000 DM,4 - 7 years,3,male-single,none,2,car or other,32,none,own,2,skilled,1,yes,yes,0
3965440,none,6,current loans paid,car (new),672,< 100 DM,unemployed,1,female-divorced/separated/married,none,4,real estate,54,none,own,1,unemployed-unskilled-non-resident,1,yes,yes,0
9545127,0 - 200 DM,36,no credit - paid,radio/television,3804,< 100 DM,1 - 4 years,4,female-divorced/separated/married,none,1,car or other,42,none,own,1,skilled,1,yes,yes,1
2663117,> 200 DM or salary assignment,24,critical account - other non-bank loans,car (new),1344,unknown/none,4 - 7 years,4,male-single,none,2,real estate,37,bank,own,2,unskilled-resident,2,none,yes,1
8785566,< 0 DM,10,critical account - other non-bank loans,car (new),1038,< 100 DM,4 - 7 years,4,male-single,co-applicant,3,building society savings/life insurance,49,none,own,2,skilled,1,yes,yes,0
8697852,none,48,critical account - other non-bank loans,car (new),10127,500 - 1000 DM,1 - 4 years,2,male-single,none,2,unknown-none,44,bank,for free,1,skilled,1,none,yes,1
9910337,none,6,current loans paid,furniture/equipment,1543,>= 1000 DM,1 - 4 years,4,male-divorced/separated,none,2,real estate,33,none,own,1,skilled,1,none,yes,0
7200952,none,30,current loans paid,car (used),4811,unknown/none,4 - 7 years,2,female-divorced/separated/married,none,4,building society savings/life insurance,24,stores,rent,1,unskilled-resident,1,none,yes,0
2482842,< 0 DM,12,current loans paid,radio/television,727,100 - 500 DM,< 1 year,4,male-married/widowed,none,3,unknown-none,33,none,own,1,unskilled-resident,1,yes,yes,1
5873455,0 - 200 DM,8,current loans paid,furniture/equipment,1237,< 100 DM,1 - 4 years,3,female-divorced/separated/married,none,4,real estate,24,none,own,1,skilled,1,none,yes,1
9224996,0 - 200 DM,9,current loans paid,car (new),276,< 100 DM,1 - 4 years,4,male-married/widowed,none,4,real estate,22,none,rent,1,unskilled-resident,1,none,yes,0
9804740,0 - 200 DM,48,current loans paid,other,5381,unknown/none,unemployed,3,male-single,none,4,unknown-none,40,bank,for free,1,unemployed-unskilled-non-resident,1,yes,yes,0
5724920,none,24,current loans paid,furniture/equipment,5511,100 - 500 DM,1 - 4 years,4,male-single,none,1,car or other,25,stores,own,1,skilled,1,none,yes,0
5401207,> 200 DM or salary assignment,24,current loans paid,furniture/equipment,3749,< 100 DM,< 1 year,2,female-divorced/separated/married,none,4,car or other,26,none,own,1,skilled,1,none,yes,0
6883393,0 - 200 DM,12,current loans paid,car (new),685,< 100 DM,4 - 7 years,2,male-married/widowed,none,3,car or other,25,bank,own,1,unskilled-resident,1,none,yes,1
9941505,> 200 DM or salary assignment,4,current loans paid,car (new),1494,unknown/none,< 1 year,1,male-single,none,2,real estate,29,none,own,1,unskilled-resident,2,none,no,0
1310810,< 0 DM,36,all loans at bank paid,furniture/equipment,2746,< 100 DM,>= 7 years,4,male-single,none,4,car or other,31,bank,own,1,skilled,1,none,yes,1
6083949,< 0 DM,12,current loans paid,furniture/equipment,708,< 100 DM,1 - 4 years,2,male-single,guarantor,3,building society savings/life insurance,38,none,own,1,unskilled-resident,2,none,yes,0
7464596,0 - 200 DM,24,current loans paid,furniture/equipment,4351,unknown/none,1 - 4 years,1,female-divorced/separated/married,none,4,building society savings/life insurance,48,none,own,1,unskilled-resident,1,yes,yes,0
2298828,none,12,critical account - other non-bank loans,education,701,< 100 DM,1 - 4 years,4,male-single,none,2,car or other,32,none,own,2,skilled,1,none,yes,0
2953405,< 0 DM,15,past payment delays,furniture/equipment,3643,< 100 DM,>= 7 years,1,female-divorced/separated/married,none,4,building society savings/life insurance,27,none,own,2,unskilled-resident,1,none,yes,0
5680012,0 - 200 DM,30,critical account - other non-bank loans,car (new),4249,< 100 DM,unemployed,4,male-married/widowed,none,2,car or other,28,none,own,2,highly skilled,1,none,yes,1
3243360,< 0 DM,24,current loans paid,radio/television,1938,< 100 DM,< 1 year,4,male-divorced/separated,none,3,building society savings/life insurance,32,none,own,1,skilled,1,none,yes,1
6960053,< 0 DM,24,current loans paid,car (used),2910,< 100 DM,4 - 7 years,2,male-single,none,1,unknown-none,34,none,for free,1,highly skilled,1,yes,yes,0
8870244,< 0 DM,18,current loans paid,furniture/equipment,2659,>= 1000 DM,1 - 4 years,4,male-single,none,2,car or other,28,none,own,1,skilled,1,none,yes,0
